,X,Y,type
0,52.82229674701611,-11.917539020188343,0
1,3.136175371972951,-1.073368288254681,1
2,38.63683792381075,-31.463842015127707,0
3,24.06721401780466,3.654036594024835,1
4,-6.507645926236034,-5.471738381391747,1
5,2.2825337793934555,11.430456342379381,1
6,42.79664285682178,-0.6925908049680831,0
7,11.44352235989796,23.156894860764023,1
8,38.203229932386016,28.28151047826497,0
9,-39.53512704476516,-35.694695201304405,0
10,4.021840245820431,-48.18002788527139,0
11,13.469264536465959,3.811933453784623,1
12,1.9168358788569837,-59.16302228771107,0
13,21.870000311535108,42.92885592476771,0
14,26.58771563152976,6.866748140917712,1
15,-49.24422943472471,-15.844142645867851,0
16,43.886068225954865,37.74477297818786,0
17,40.86163403745994,-11.481116396652828,0
18,46.320726327436276,-5.368069888946716,0
19,13.33616917696757,-11.090632632092252,1
20,13.143188811232255,-2.841496266665482,1
21,-8.057066872635323,-47.67487391366408,0
22,-11.286849257436515,-32.62770140006067,0
23,-26.75680393977243,-37.41885757011564,0
24,7.335218553040114,-9.596522187357174,1
25,15.009111179702895,-56.880069884068156,0
26,14.028165027228056,24.518661955125282,1
27,21.717794867149887,-45.63127991942673,0
28,51.2665932135423,-39.49120476599015,0
29,11.719618556491685,-4.348425858792973,1
30,10.769291000916402,9.919251694383528,1
31,-10.14004034610709,-47.819796954455754,0
32,15.817521125283445,47.86179655781768,0
33,16.62187074198717,24.01352896214106,1
34,53.17845069599266,-15.371565550071912,0
35,17.248529790734825,-15.110812270167155,1
36,-42.20308371726833,-34.39252606503636,0
37,3.9817191872941073,-6.388135217827706,1
38,1.8649228163566551,1.5921243010100365,1
39,19.55168535504501,-41.239312446272514,0
40,-9.376002314806993,45.78147493932026,0
41,12.135596640065256,-1.011802497693802,1
42,-47.45265271631755,16.496780186064427,0
43,9.48226317415753,-1.4208017272441005,1
44,7.713852881660708,22.553444915878003,1
45,-8.97446748317147,24.525914252482213,1
46,-13.327392078672805,4.127188320606058,1
47,-20.616585533798563,57.71301245170774,0
48,47.89198705683126,0.8676635202861526,0
49,22.0071250135361,1.2978009105290784,1
50,26.52650713421391,44.733739478966235,0
51,45.905038060297514,0.841221090725056,0
52,39.91206735471189,-36.722037767581554,0
53,28.57643860814564,-45.172311638676284,0
54,47.92740531921774,1.70916076367641,0
55,-7.922499764908283,-5.823157472287129,1
56,4.161941249850228,9.50312109393158,1
57,-1.1737834594189254,5.7944239284289605,1
58,-15.297176233383796,-62.85934664414725,0
59,13.047320985274125,34.39647523249337,1
60,2.1207881294623294,43.179996469224754,0
61,14.781257221959347,7.945663337107085,1
62,9.33519899457325,-16.241858983021377,1
63,18.19211524508542,2.109575032749233,1
64,12.963021418899466,49.380735330339505,0
65,7.460020799430448,14.457924981110486,1
66,0.548191664036235,-11.548728373017855,1
67,-4.479905660945272,-62.03596956632447,0
68,-19.400868504584107,-42.803204950064014,0
69,6.772243513871558,31.593365447954273,1
70,33.24850983256383,0.9235257125193073,1
71,-47.59541822350745,0.7797020838406246,0
72,52.62786796325875,10.335580100608247,0
73,5.421055089643148,19.631525364470775,1
74,-18.348177699866113,51.938039801227994,0
75,25.01310210271183,40.91400940739812,0
76,-36.5999701331867,-5.904239959711525,0
77,-10.926121776289097,-9.747253297551946,1
78,-0.22686689351849498,18.13331904433194,1
79,4.197979762458605,-13.800918630137097,1
80,36.1488151867264,-52.919882556417555,0
81,-27.058902217212513,51.745320995863835,0
82,51.592491381540185,-32.02530144189576,0
83,18.393307426294264,-47.10940125901781,0
84,4.170471058541214,-15.302307419631227,1
85,7.197784608090612,9.272177257558111,1
86,-1.1275123963724907,10.187027330014073,1
87,16.43421723856562,4.07374839040119,1
88,-3.5482722059739853,-12.541680061078583,1
89,-47.373037908037084,-40.79564038514435,0
90,1.7914684730112636,-23.136529128499838,1
91,12.830448563078932,-0.8939703093689229,1
92,9.8981048032073,18.50282925616594,1
93,-11.240173578994883,-42.22708579903449,0
94,5.611732809287651,3.6684289803329895,1
95,8.691924744778493,24.68738641682021,1
96,9.328172698313285,13.338838649569414,1
97,-45.365327680105324,-1.6145677125591333,0
98,-7.925773174771061,-0.45118547956983157,1
99,9.824707626284892,26.304093880635616,1
100,-12.286957692749288,47.4544074315204,0
101,33.48655097923832,-56.41592659095881,0
102,11.576676587446928,5.243077995860718,1
103,16.962313795694456,-3.0698454913480546,1
104,-7.935814324446997,43.61829134046551,0
105,6.6141287642054625,11.500800969432055,1
106,18.636342279495867,-32.19921989588177,0
107,27.124293838540957,3.424771876066197,1
108,46.731947835506716,-17.280277204478658,0
109,22.80564965995174,49.84253720768721,0
110,22.523462459526314,22.879899270253425,1
111,50.50227191581783,-3.4344216478862233,0
112,9.890604238914042,0.29723042048705217,1
113,-3.7958689522006175,-8.322041817919619,1
114,-6.3676108561225835,40.31488138317316,0
115,-2.7290721588517695,38.865725397986346,0
116,45.2592948378051,-29.279625003749157,0
117,-7.04043373317422,-52.137136973546,0
118,9.832940847538396,15.823326719889529,1
119,-44.67568534782948,-1.6552912284089407,0
120,-36.6734067743153,-18.74324155491118,0
121,20.1608500032767,16.141917241112615,1
122,-30.008403063222527,-42.65615154046578,0
123,15.338524886929436,-14.500391698075983,1
124,15.243375753095098,21.717019968176547,1
125,24.263461403646378,40.28428454322912,0
126,27.308651379983687,7.6034307477833565,1
127,23.02788951516058,0.701524788278407,1
128,1.7700152506632172,15.143275347589608,1
129,6.241521030081049,4.272860933354627,1
130,8.509519617909415,48.960544080523825,0
131,9.143795026292306,24.84113623539234,1
132,-1.7435438825750094,30.24153965291478,1
133,3.764452642036795,17.089521391685505,1
134,6.800582636023792,17.59466086116208,1
135,-46.38222043915613,3.2471744726104936,0
136,49.978480144014085,35.08018624997431,0
137,-26.87638003167059,38.1765263914639,0
138,8.81730460664088,-39.72696210542935,0
139,27.372938636385797,33.87347155923452,0
140,39.53738031310769,-25.493695834829126,0
141,33.13890625356895,38.413270734881266,0
142,4.203604519843214,-0.6356250731845279,1
143,-52.483599283889355,27.48131417074252,0
144,2.1599119565665776,-18.784564668724695,1
145,16.101853302850902,-7.435674522571492,1
146,8.88115744566228,12.334517641421993,1
147,-30.139204186448318,43.49142131948626,0
148,20.577355055859304,40.50954085546647,0
149,6.778010620671399,16.28568707765148,1
150,-48.3908493634522,20.066769645953052,0
151,-12.600512827223708,51.20228818446627,0
152,-15.53674231759116,31.222704940103252,0
153,-2.376082293251626,16.7192242937755,1
154,44.074062140167534,-26.028033160104627,0
155,-4.7546984700338815,-15.26909518132032,1
156,-20.462397706573167,-30.081743078494725,0
157,-45.21650333808074,9.632076820277877,0
158,20.541804941904203,-4.360631546999773,1
159,17.200641232909728,14.910258109873793,1
160,6.942504456045053,-6.695599973365134,1
161,5.66945238125509,12.616686676217853,1
162,0.2176924560030915,48.20762543945869,0
163,-53.420200249069794,13.843039094654277,0
164,11.59841023009447,-12.227905964784554,1
165,34.47434042287077,26.82154948426556,1
166,8.461492633605314,32.08968085183296,1
167,10.766492027795573,23.939986677137703,1
168,45.0023756054869,23.922411155731968,0
169,12.233884861777602,-22.746333565710913,1
170,9.207081318775273,27.50863190155216,1
171,16.041525208299102,23.250385035596974,1
172,6.343200956357864,8.36025712591412,1
173,18.927360816642448,-7.50449880909564,1
174,-32.977207199379734,-33.80053459783515,0
175,56.081360813240025,-2.2002721550855915,0
176,11.999655593137106,23.646014771010485,1
177,48.999670808495885,-7.876629448479367,0
178,6.640701245343901,-29.01462847452244,1
179,6.094513440998148,14.115433775798484,1
180,2.1263622881774324,-10.32904160357883,1
181,10.235458490998393,40.10809824611523,1
182,19.71260891949726,16.47373087938177,1
183,50.28025238895108,31.051767939385925,0
184,-29.53141096083803,-38.58763548743959,0
185,-40.279354257538806,-15.10200628345811,0
186,24.733237788026518,3.952436106725589,1
187,9.426036661236108,-0.5593849815608252,1
188,-52.20745176497119,-12.486831125604331,0
189,-43.90617125562051,-14.182819996829162,0
190,46.531678111591674,-39.88952977756294,0
191,19.636012790437455,14.916294645752647,1
192,35.75432807029247,-44.18382827600899,0
193,-17.30262263043486,-38.47441655765153,0
194,-50.517616980487766,-25.443812482917693,0
195,-38.336337230211086,-6.258439780268109,0
196,15.652083497565584,-1.9561405866917578,1
197,13.69581814177769,8.933103688276534,1
198,-61.58987704238552,-21.816459158886257,0
199,46.78990748485376,-14.94467048345908,0
200,44.47031800404189,-27.85990873635941,0
201,26.12107302950313,10.2785216927098,1
202,15.747364329811129,5.740867719805191,1
203,-48.500241236053625,-25.848711601724933,0
204,-8.470821901142768,28.68453041377998,1
205,5.679476649471655,13.101362431504423,1
206,-38.54814994931889,-24.96483890703745,0
207,20.19988258397303,0.3645816561709392,1
208,-30.423917069142007,-45.277571357464616,0
209,6.685349414889492,-19.00618389954725,1
210,24.64261970610697,15.260271972311404,1
211,9.575088375750429,16.73639125381537,1
212,-20.611768098859454,62.80004090826153,0
213,-35.22552354664196,-18.832716343385815,0
214,-50.76439798823327,0.9936526587560004,0
215,12.540324630814329,-2.0354014992683602,1
216,-7.592432104783916,-54.29677946046085,0
217,-57.12617489501761,-2.257466699801589,0
